title,detail,dueAt,isComplete
"Send email 118","Review code for security issues.","",true
"Pay bills 118","Migrate data to new database.","",true
"Clean house 118","","",false
"Exercise 118","The fish is hungry so give him some food.","",false
"Read book 118","Need to wash all dirty clothes before Friday.","2026-10-19T04:00:00.000Z",true
"Learn new skill 118","Buy milk, eggs, bread, and vegetables.","",false
"Organize files 118","Call to catch up and discuss plans.","",false
"Update resume 118","Check and approve pending pull requests.","",true
"Plan vacation 118","Update API documentation with new endpoints.","",false
"Water plants 118","Fix critical bugs reported by users.","2026-08-24T04:00:00.000Z",true
"Walk the dog 118","Write unit tests for new features.","",false
"Prepare presentation 118","Deploy latest version to production.","",false
"Code review 118","Backup all important database records.","",false
"Database migration 118","Schedule meeting with team leads.","",false
"Feed the fish 119","Send follow-up email to clients.","2026-06-25T04:00:00.000Z",false
"Wash my clothes 119","Pay rent and utility bills.","",true
"Buy groceries 119","Deep clean the house.","",true
"Call mom 119","Go for a 30-minute jog or run.","",false
"Review pull requests 119","Finish reading current book.","",true
"Update documentation 119","Learn React or Vue.js fundamentals.","2026-11-01T04:00:00.000Z",false
"Fix bugs 119","Organize project files and folders.","",false
"Write tests 119","Update resume with recent projects.","",true
"Deploy application 119","Book flights and hotel for vacation.","",false
"Backup database 119","Water indoor plants.","",false
"Schedule meeting 119","Take dog for a walk in the park.","2026-10-07T04:00:00.000Z",false
"Send email 119","Create slides for presentation.","",false
"Pay bills 119","Review code for security issues.","",true
"Clean house 119","Migrate data to new database.","",false
"Exercise 119","","",false
"Read book 119","The fish is hungry so give him some food.","2026-01-09T05:00:00.000Z",false
"Learn new skill 119","Need to wash all dirty clothes before Friday.","",false
"Organize files 119","Buy milk, eggs, bread, and vegetables.","",true
"Update resume 119","Call to catch up and discuss plans.","",false
"Plan vacation 119","Check and approve pending pull requests.","",true
"Water plants 119","Update API documentation with new endpoints.","2026-09-08T04:00:00.000Z",true
"Walk the dog 119","Fix critical bugs reported by users.","",false
"Prepare presentation 119","Write unit tests for new features.","",true
"Code review 119","Deploy latest version to production.","",false
"Database migration 119","Backup all important database records.","",true
"Feed the fish 120","Schedule meeting with team leads.","2026-01-07T05:00:00.000Z",false
"Wash my clothes 120","Send follow-up email to clients.","",false
"Buy groceries 120","Pay rent and utility bills.","",false
"Call mom 120","Deep clean the house.","",false
"Review pull requests 120","Go for a 30-minute jog or run.","",false
"Update documentation 120","Finish reading current book.","2026-06-06T04:00:00.000Z",false
"Fix bugs 120","Learn React or Vue.js fundamentals.","",true
"Write tests 120","Organize project files and folders.","",true
"Deploy application 120","Update resume with recent projects.","",true
"Backup database 120","Book flights and hotel for vacation.","",false
"Schedule meeting 120","Water indoor plants.","2026-12-10T05:00:00.000Z",false
"Send email 120","Take dog for a walk in the park.","",false
"Pay bills 120","Create slides for presentation.","",false
"Clean house 120","Review code for security issues.","",true
"Exercise 120","Migrate data to new database.","",false
"Read book 120","","2026-11-28T05:00:00.000Z",false
"Learn new skill 120","The fish is hungry so give him some food.","",true
"Organize files 120","Need to wash all dirty clothes before Friday.","",false
"Update resume 120","Buy milk, eggs, bread, and vegetables.","",false
"Plan vacation 120","Call to catch up and discuss plans.","",true
"Water plants 120","Check and approve pending pull requests.","2026-03-30T04:00:00.000Z",true
"Walk the dog 120","Update API documentation with new endpoints.","",false
"Prepare presentation 120","Fix critical bugs reported by users.","",false
"Code review 120","Write unit tests for new features.","",false
"Database migration 120","Deploy latest version to production.","",true
"Feed the fish 121","Backup all important database records.","2026-12-19T05:00:00.000Z",false
"Wash my clothes 121","Schedule meeting with team leads.","",false
"Buy groceries 121","Send follow-up email to clients.","",false
"Call mom 121","Pay rent and utility bills.","",false
"Review pull requests 121","Deep clean the house.","",false
"Update documentation 121","Go for a 30-minute jog or run.","2026-06-02T04:00:00.000Z",false
"Fix bugs 121","Finish reading current book.","",false
"Write tests 121","Learn React or Vue.js fundamentals.","",false
"Deploy application 121","Organize project files and folders.","",true
"Backup database 121","Update resume with recent projects.","",false
"Schedule meeting 121","Book flights and hotel for vacation.","2026-07-03T04:00:00.000Z",false
"Send email 121","Water indoor plants.","",true
"Pay bills 121","Take dog for a walk in the park.","",false
"Clean house 121","Create slides for presentation.","",false
"Exercise 121","Review code for security issues.","",false
"Read book 121","Migrate data to new database.","2026-10-31T04:00:00.000Z",true
"Learn new skill 121","","",false
"Organize files 121","The fish is hungry so give him some food.","",false
"Update resume 121","Need to wash all dirty clothes before Friday.","",false
"Plan vacation 121","Buy milk, eggs, bread, and vegetables.","",true
"Water plants 121","Call to catch up and discuss plans.","2026-02-06T05:00:00.000Z",true
"Walk the dog 121","Check and approve pending pull requests.","",false
"Prepare presentation 121","Update API documentation with new endpoints.","",false
"Code review 121","Fix critical bugs reported by users.","",true
"Database migration 121","Write unit tests for new features.","",true
"Feed the fish 122","Deploy latest version to production.","2026-06-28T04:00:00.000Z",false
"Wash my clothes 122","Backup all important database records.","",false
"Buy groceries 122","Schedule meeting with team leads.","",false
"Call mom 122","Send follow-up email to clients.","",true
"Review pull requests 122","Pay rent and utility bills.","",false
"Update documentation 122","Deep clean the house.","2026-11-11T05:00:00.000Z",false
"Fix bugs 122","Go for a 30-minute jog or run.","",false
"Write tests 122","Finish reading current book.","",true
"Deploy application 122","Learn React or Vue.js fundamentals.","",false
"Backup database 122","Organize project files and folders.","",false
"Schedule meeting 122","Update resume with recent projects.","2026-01-02T05:00:00.000Z",false
"Send email 122","Book flights and hotel for vacation.","",true
"Pay bills 122","Water indoor plants.","",false
"Clean house 122","Take dog for a walk in the park.","",false
"Exercise 122","Create slides for presentation.","",false
"Read book 122","Review code for security issues.","2026-11-03T05:00:00.000Z",false
"Learn new skill 122","Migrate data to new database.","",false
"Organize files 122","","",true
"Update resume 122","The fish is hungry so give him some food.","",true
"Plan vacation 122","Need to wash all dirty clothes before Friday.","",true
"Water plants 122","Buy milk, eggs, bread, and vegetables.","2026-03-28T04:00:00.000Z",false
"Walk the dog 122","Call to catch up and discuss plans.","",false
"Prepare presentation 122","Check and approve pending pull requests.","",false
"Code review 122","Update API documentation with new endpoints.","",false
"Database migration 122","Fix critical bugs reported by users.","",false
"Feed the fish 123","Write unit tests for new features.","2026-10-15T04:00:00.000Z",false
"Wash my clothes 123","Deploy latest version to production.","",false
"Buy groceries 123","Backup all important database records.","",false
"Call mom 123","Schedule meeting with team leads.","",true
"Review pull requests 123","Send follow-up email to clients.","",false
"Update documentation 123","Pay rent and utility bills.","2026-03-07T05:00:00.000Z",false
"Fix bugs 123","Deep clean the house.","",false
"Write tests 123","Go for a 30-minute jog or run.","",false
"Deploy application 123","Finish reading current book.","",false
"Backup database 123","Learn React or Vue.js fundamentals.","",false
"Schedule meeting 123","Organize project files and folders.","2026-05-26T04:00:00.000Z",false
"Send email 123","Update resume with recent projects.","",false
"Pay bills 123","Book flights and hotel for vacation.","",false
"Clean house 123","Water indoor plants.","",false
"Exercise 123","Take dog for a walk in the park.","",false
"Read book 123","Create slides for presentation.","2026-04-22T04:00:00.000Z",false
"Learn new skill 123","Review code for security issues.","",false
"Organize files 123","Migrate data to new database.","",false
"Update resume 123","","",false
"Plan vacation 123","The fish is hungry so give him some food.","",false
"Water plants 123","Need to wash all dirty clothes before Friday.","2026-05-12T04:00:00.000Z",false
"Walk the dog 123","Buy milk, eggs, bread, and vegetables.","",false
"Prepare presentation 123","Call to catch up and discuss plans.","",true
